rank,german,dutch,dutch_alt,dutch_article,pos,lemma_used,match_type,frequency,per_million
448,keiner,geen,,,Indefinitpronomen,,direct,35951,230.20
449,seinem,zijn,wezen,,Verb,sein,lemma,35907,229.92
450,hört,horen,luisteren,,Verb,hören,lemma,35796,229.21
451,verstehen,verstaan,overweg komen; begrijpen,,Verb,,direct,35693,228.55
452,spielen,spelen,meespelen,,Verb,,direct,35600,227.96
453,überhaupt,überhaupt,helemaal; bovendien; eigenlijk,,Adverb,,direct,35566,227.74
454,teufel,duivel,duvel,de,Substantiv,,direct,35421,226.81
455,verstanden,verstaan,overweg komen; begrijpen,,Verb,verstehen,lemma,35353,226.38
456,verloren,verloren,,,,,direct,35282,225.92
457,große,groot,volwassene,,Adjektiv,groß,lemma,35255,225.75
458,hand,hand,,,Substantiv,,direct,35247,225.70
459,grund,grond,reden,de,Substantiv,,direct,35243,225.67
460,jahr,jaar,,het,Substantiv,,direct,35092,224.70
461,kommst,komen,klaarkomen,,Verb,kommen,lemma,34951,223.80
462,mama,mammie,,,Substantiv,,direct,34883,223.37
463,ruhe,rust,,,Substantiv,,direct,34794,222.80
464,gewesen,passe,,,Adjektiv,,direct,34766,222.62
465,tod,dood,overlijden,,Substantiv,,direct,34408,220.32
466,stunden,dralen,,,Verb,,direct,34244,219.27
467,hoffe,hopen,,,Verb,hoffen,lemma,34207,219.04
468,denkst,denken,,,Verb,denken,lemma,34170,218.80
469,oben,boven,,,Lokaladverb,,direct,34115,218.45
470,gestern,gisteren,gister,,Adverb,,direct,34095,218.32
471,versuchen,proberen,,,Verb,,direct,34093,218.31
472,art,soort,,,Substantiv,,direct,34062,218.11
473,letzten,laatst,,,,letzt,lemma,34029,217.90
474,schatz,schat,,,Substantiv,,direct,34026,217.88
475,endlich,eindelijk,,,Adverb,,direct,33924,217.23
476,he,hela,,,Interjektion,,direct,33922,217.21
477,nimm,nemen,pakken; benemen; gebruiken,,Verb,nehmen,lemma,33866,216.85
478,etwa,ongeveer,,,Adverb,,direct,33845,216.72
479,erzählt,,,,,,none,33821,216.57
480,läuft,rennen,lopen; hollen; werken,,Verb,laufen,lemma,33798,216.42
481,schwer,zwaar,moeilijk,,Adjektiv,,direct,33640,215.41
482,anders,anders,ongelijk,,Adverb,,direct,33554,214.86
483,miss,juffrouw,,,Substantiv,,direct,33536,214.74
484,musste,moeten,,,Verb,müssen,lemma,33428,214.05
485,fünf,vijf,,,Numerale,,direct,33424,214.02
486,wasser,water,,het,Substantiv,,direct,33387,213.79
487,lässt,laten,,,Verb,lassen,lemma,33377,213.72
488,erste,eerste,,,Adjektiv,,direct,33254,212.94
489,versucht,,,,,,none,33190,212.53
490,gekommen,komen,klaarkomen,,Verb,kommen,lemma,33073,211.78
491,geschichte,geschiedenis,historie,de,Substantiv,,direct,33070,211.76
492,wenig,weinig,beetje,,Adjektiv,,direct,33015,211.40
493,holen,halen,,,Verb,,direct,32820,210.16
494,bedeutet,,,,,,none,32688,209.31
495,nett,aangenaam,,,Adjektiv,,direct,32685,209.29
496,wahrheit,waarheid,,de,Substantiv,,direct,32627,208.92
497,woche,week,,de,Substantiv,,direct,32543,208.38
498,bringt,brengen,,,Verb,bringen,lemma,32528,208.29
499,deshalb,deshalve,deswege,,Konjunktionaladverb,,direct,32451,207.79
500,welche,dewelke,,,Interrogativpronomen,,direct,32349,207.14
501,bestimmt,bepaald,,,Adjektiv,,direct,32232,206.39
502,hoch,hoog,omhoog,,Adjektiv,,direct,32147,205.85
503,alter,leeftijd,ouderdom,de,Substantiv,,direct,32101,205.55
504,sagst,zeggen,spreken,,Verb,sagen,lemma,32048,205.21
505,schau,"tentoonstelling, expositie",,,Substantiv,,direct,32038,205.15
506,ah,hé,,,,,direct,31832,203.83
507,land,land,grond,het,Substantiv,,direct,31728,203.16
508,zimmer,kamer,vertrek,,Substantiv,,direct,31727,203.16
509,wagen,wagen,,de,Substantiv,,direct,31434,201.28
510,vier,vier,,,Numerale,,direct,31390,201.00
511,gefallen,bevallen,aanstaan,,Verb,,direct,31368,200.86
512,spaß,lol,,de,Substantiv,,direct,31361,200.81
513,niemals,nooit,nimmer,,Adverb,,direct,31303,200.44
514,schuld,schuld,,,Substantiv,,direct,31228,199.96
515,getötet,doden,,,Verb,töten,lemma,31223,199.93
516,wollten,willen,,,Verb,wollen,lemma,31158,199.51
517,verlassen,verlaten,weggaan,,Verb,,direct,31021,198.64
518,zeigen,tonen,wijzen,,Verb,,direct,30869,197.66
519,beste,best,,de,Substantiv,,direct,30671,196.40
520,ernst,ernstig,serieus,,Adjektiv,,direct,30649,196.25
521,unserer,ons,,,Possessivpronomen,unser,lemma,30644,196.22
522,denen,de,,,Artikel,der,lemma,30608,195.99
523,ort,oord,bewoners; Zwitsers kanton; topje van zwaard,,Substantiv,,direct,30562,195.70
524,bleibt,blijven,,,Verb,bleiben,lemma,30520,195.43
525,würdest,worden,zullen; gaan,,Verb,werden,lemma,30516,195.40
526,manchmal,soms,,,Adverb,,direct,30500,195.30
527,glaubst,geloven,,,Verb,glauben,lemma,30407,194.71
528,seite,zijde,kant; site,,Substantiv,,direct,30345,194.31
529,lasst,laten,,,Verb,lassen,lemma,30331,194.22
530,zwischen,tussen,,,Präposition,,direct,30326,194.19
531,eben,vlak,egaal,,Adjektiv,,direct,30288,193.94
532,während,terwijl,tijdens; gedurende,,Subjunktion,,direct,30284,193.92
533,spiel,spel,,het,Substantiv,,direct,30057,192.46
534,nehme,nemen,pakken; benemen; gebruiken,,Verb,nehmen,lemma,30019,192.22
535,ersten,pas,,,Adverb,erst,lemma,29956,191.82
536,guter,goed,,,Substantiv,,direct,29956,191.82
537,chance,kans,gelegenheid,,Substantiv,,direct,29888,191.38
538,freundin,vriendin,,de,Substantiv,,direct,29850,191.14
539,krieg,oorlog,krijg,de,Substantiv,,direct,29815,190.91
540,gefällt,,,,,,none,29665,189.95
541,kleinen,klein,minuscuul,,Adjektiv,klein,lemma,29378,188.12
542,erzählen,vertellen,verhalen,,Verb,,direct,29301,187.62
543,anderes,anders,ongelijk,,Adverb,anders,lemma,29170,186.78
544,tage,vergaderen,,,Verb,tagen,lemma,29111,186.41
545,entschuldigen,verontschuldigen,,,Verb,,direct,29089,186.27
546,wichtig,belangrijk,,,Adjektiv,,direct,29007,185.74
547,gehst,gaan,lopen; rijzen,,Verb,gehen,lemma,28954,185.40
548,allen,op,uit,,Adverb,alle,lemma,28945,185.34
549,bett,bed,bedding,het,Substantiv,,direct,28931,185.25
550,sachen,spullen,,,,,direct,28679,183.64
551,the,,,,,,none,28674,183.61
552,schlecht,slecht,kwaad; zwak; rotten,,Adjektiv,,direct,28460,182.24
553,schule,school,,,Substantiv,,direct,28409,181.91
554,entschuldigung,verontschuldiging,excuus; excuses; sorry,,Substantiv,,direct,28406,181.89
555,wort,woord,,de/het,Substantiv,,direct,28327,181.39
556,john,,,,,,none,28291,181.16
557,hättest,hebben,,,Verb,haben,lemma,28253,180.91
558,wären,zijn,wezen,,Verb,sein,lemma,28193,180.53
559,typ,type,,,Substantiv,,direct,27983,179.18
560,schlafen,slapen,overnachten,,Verb,,direct,27946,178.95
561,äh,euh,,,Interjektion,,direct,27883,178.54
562,tu,,,,,,none,27733,177.58
563,euer,jullie,,,Possessivpronomen,,direct,27634,176.95
564,captain,,,,,,none,27491,176.03
565,gesicht,gezicht,aangezicht; gelaat,het,Substantiv,,direct,27489,176.02
566,falls,indien,voor het geval dat; bijgeval; ingeval,,Subjunktion,,direct,27447,175.75
567,neuen,nieuw,,,Adjektiv,neu,lemma,27364,175.22
568,bloß,bloot,slechts; maar; naakt,,Adjektiv,,direct,27288,174.73
569,unten,onder,onderaan,,Lokaladverb,,direct,27259,174.55
570,teil,deel,onderdeel; stuk; kledingstuk,,Substantiv,,direct,27243,174.45
571,beiden,beide,allebei,,Indefinitpronomen,beide,lemma,27228,174.35
572,mensch,mens,,de,Substantiv,,direct,27093,173.48
573,kleiner,jong,,,Substantiv,,direct,27048,173.20
574,stellen,plaatsen,stellen; vragen,,Verb,,direct,26821,171.74
575,oft,vaak,dikwijls,,Adverb,,direct,26820,171.74
576,sorge,zorg,,,Substantiv,,direct,26812,171.69
577,gedacht,bedoeld,,,,,direct,26691,170.91
578,tust,doen,,,Verb,tun,lemma,26635,170.55
579,trinken,drinken,,,Verb,,direct,26484,169.58
580,einige,enigen,,,Indefinitpronomen,,direct,26477,169.54
581,dies,dit,deze,,Pronomen,,direct,26436,169.28
582,ding,ding,iets; voorval,,Substantiv,,direct,26389,168.98
583,unseren,,,,,,none,26378,168.91
584,kriegen,krijgen,ontvangen; vatten; klissen,,Verb,,direct,26366,168.83
585,blut,bloed,,het,Substantiv,,direct,26293,168.36
586,ehrlich,eerlijk,,,Adjektiv,,direct,26290,168.34
587,eltern,ouders,,,Substantiv,,direct,26221,167.90
588,scheint,schijnen,,,Verb,scheinen,lemma,26026,166.65
589,herz,hart,harten,het,Substantiv,,direct,26008,166.54
590,jack,,,,,,none,25967,166.27
591,glücklich,gelukkig,fortuinlijk; voorspoedig,,Adjektiv,,direct,25915,165.94
592,alte,oud,,,Substantiv,,direct,25827,165.38
593,alt,oud,,,Adjektiv,,direct,25682,164.45
594,bleib,blijven,,,Verb,bleiben,lemma,25656,164.28
595,wiedersehen,reviseren,terugzien; weerzien,,Verb,,direct,25645,164.21
596,frei,vrij,open,,Adjektiv,,direct,25635,164.15
597,wen,wie,,,Pronomen,,direct,25569,163.73
598,drauf,,,,,,none,25564,163.69
599,möglich,mogelijk,,,Adjektiv,,direct,25388,162.57
600,irgendwie,eenderhoe,,,Adverb,,direct,25378,162.50
601,reicht,volstaan,,,Verb,reichen,lemma,25343,162.28
602,fest,feest,,,Substantiv,,direct,25199,161.36
603,besten,goed,,,Adjektiv,gut,lemma,25164,161.13
604,waffe,wapen,,het,Substantiv,,direct,25140,160.98
605,kaum,nauwelijks,amper,,Adverb,,direct,25058,160.45
606,irgendwas,iets,,,Indefinitpronomen,,direct,24950,159.76
607,klingt,klinken,,,Verb,klingen,lemma,24910,159.51
608,platz,plein,plaats; ruimte,,Substantiv,,direct,24820,158.93
609,brauchst,nodig hebben,behoeven; gebruiken; hoeven,,Verb,brauchen,lemma,24773,158.63
610,rede,toespraak,,,Substantiv,,direct,24754,158.51
611,papa,pappa,,,Substantiv,,direct,24707,158.21
612,falsch,vals,verkeerd; fout; nep,,Adjektiv,,direct,24701,158.17
613,sondern,maar,,,Konjunktion,,direct,24687,158.08
614,alten,oud,,,Adjektiv,alt,lemma,24660,157.91
615,nummer,nummer,,,Substantiv,,direct,24641,157.78
616,früher,vroeger,,,Adjektiv,,direct,24599,157.51
617,jungen,jong,jeugdig,,Adjektiv,jung,lemma,24498,156.87
618,wohin,waarheen,,,Adverb,,direct,24373,156.07
619,außer,behalve,buiten; tenzij,,Präposition,,direct,24306,155.64
620,früh,vroeg,pril,,Adjektiv,,direct,24189,154.89
621,setzen,zetten,zitten; neerzitten,,Verb,,direct,24061,154.07
622,zuerst,eerst,,,Adverb,,direct,24005,153.71
623,wahrscheinlich,waarschijnlijk,,,Adjektiv,,direct,23968,153.47
624,dürfen,mogen,,,Verb,,direct,23930,153.23
625,jede,ieder,iedereen; elk,,Indefinitpronomen,jeder,lemma,23900,153.04
626,arsch,kont,gat; achterwerk; klootzak,,Substantiv,,direct,23823,152.55
627,telefon,telefoon,,de,Substantiv,,direct,23581,151.00
628,tue,doen,,,Verb,tun,lemma,23560,150.86
629,kennst,kennen,,,Verb,kennen,lemma,23541,150.74
630,willkommen,welkom,graag gezien,,Interjektion,,direct,23375,149.68
631,plan,plan,ontwerp,,Substantiv,,direct,23291,149.14
632,großen,groot,volwassene,,Adjektiv,groß,lemma,23269,149.00
633,retten,redden,,,Verb,,direct,23258,148.93
634,hierher,hierheen,,,Adverb,,direct,23229,148.74
635,wär,zijn,wezen,,Verb,sein,lemma,23099,147.91
636,bring,brengen,,,Verb,bringen,lemma,23068,147.71
637,fehler,fout,vergissing,,Substantiv,,direct,22947,146.94
638,wollt,willen,,,Verb,wollen,lemma,22936,146.87
639,dollar,dollar,,,Substantiv,,direct,22913,146.72
640,zehn,tien,,,Numerale,,direct,22855,146.35
641,allem,op,uit,,Adverb,alle,lemma,22790,145.93
642,pass,paspoort,pas; bergpas; pass,,Substantiv,,direct,22790,145.93
643,nächste,dichtbij,,,Adjektiv,nah,lemma,22714,145.44
644,stunde,uur,,,Substantiv,,direct,22665,145.13
645,hände,hand,,,Substantiv,Hand,lemma,22645,145.00
646,gegeben,,,,,,none,22620,144.84
647,menge,verzameling,,,Substantiv,,direct,22618,144.83
648,langsam,traag,langzaam; sloom,,Adjektiv,,direct,22581,144.59
649,bereits,reeds,,,Adverb,,direct,22535,144.30
650,wartet,wachten,onderhouden; verzorgen,,Verb,warten,lemma,22512,144.15
651,sechs,zes,,,Numerale,,direct,22454,143.78
652,lieben,liefhebben,houden van,,Verb,,direct,22407,143.48
653,meines,mijn,,,Possessivpronomen,mein,lemma,22280,142.67
654,büro,kantoor,bureau,,Substantiv,,direct,22253,142.49
655,nächsten,dichtbij,,,Adjektiv,nah,lemma,22247,142.45
656,gebe,geven,zijn; verstrekken; bestaan,,Verb,geben,lemma,22215,142.25
657,wochen,week,,de,Substantiv,Woche,lemma,22080,141.38
658,ruf,reputatie,roep; kreet; aanmaning,,Substantiv,,direct,21947,140.53
659,schaffen,slagen,scheppfen,,Verb,,direct,21929,140.42
660,leider,helaas,,,Modaladverb,,direct,21867,140.02
661,scheiß,gelul,,,Substantiv,,direct,21719,139.07
662,hölle,hel,,,Substantiv,,direct,21656,138.67
663,trotzdem,toch,,,Konjunktionaladverb,,direct,21476,137.52
664,doktor,doctor,dokter,de,Substantiv,,direct,21392,136.98
665,tja,nou,,,Interjektion,,direct,21330,136.58
666,new,,,,,,none,21321,136.52
667,voll,vol,,,Adjektiv,,direct,21320,136.52
668,film,film,,de,Substantiv,,direct,21254,136.10
669,überall,overal,alom,,Adverb,,direct,21161,135.50
670,hund,hond,,de,Substantiv,,direct,21146,135.40
671,geworden,worden,zullen; gaan,,Verb,werden,lemma,21015,134.57
672,direkt,direct,,,Adjektiv,,direct,21011,134.54
673,wolltest,willen,,,Verb,wollen,lemma,20973,134.30
674,tat,daad,prestatie,,Substantiv,,direct,20923,133.98
675,denkt,denken,,,Verb,denken,lemma,20863,133.59
676,schiff,schip,,het,Substantiv,,direct,20825,133.35
677,neues,nieuw,,,Adjektiv,neu,lemma,20814,133.28
678,wem,waarmee,,,Pronomen,,direct,20802,133.20
679,könig,koning,,de,Substantiv,,direct,20785,133.09
680,danach,daarna,vervolgens; toen,,Adverb,,direct,20649,132.22
681,funktioniert,,,,,,none,20608,131.96
682,hattest,hebben,,,Verb,haben,lemma,20582,131.79
683,lernen,leren,,,Verb,,direct,20579,131.77
684,deswegen,dus,daarom; toen,,Konjunktionaladverb,,direct,20564,131.68
685,wow,wauw,,,Interjektion,,direct,20470,131.08
686,nennen,noemen,aanwijzen,,Verb,,direct,20467,131.06
687,hm,hm,,,Interjektion,,direct,20416,130.73
688,feuer,vuur,brand,,Substantiv,,direct,20404,130.65
689,laufen,rennen,lopen; hollen; werken,,Verb,,direct,20390,130.56
690,alleine,alleen,,,Adjektiv,,direct,20359,130.36
691,erinnern,herinneren,,,Verb,,direct,20326,130.15
692,völlig,helemaal,volledig; totaal; compleet,,Adjektiv,,direct,20317,130.10
693,kleines,klein,minuscuul,,Adjektiv,klein,lemma,20305,130.02
694,könnt,kunnen,,,Verb,können,lemma,20255,129.70
695,stelle,baan,plaats; plek; cijfer,,Substantiv,,direct,20224,129.50
696,kumpel,maat,,,Substantiv,,direct,20189,129.28
697,verlieren,verliezen,,,Verb,,direct,20125,128.87
698,probleme,probleem,,het,Substantiv,Problem,lemma,20116,128.81
699,spricht,spreken,praten,,Verb,sprechen,lemma,20030,128.26
700,kaffee,koffie,,de,Substantiv,,direct,19999,128.06
701,luft,lucht,,,Substantiv,,direct,19958,127.80
702,fand,vinden,,,Verb,finden,lemma,19911,127.50
703,entschuldige,verontschuldigen,,,Verb,entschuldigen,lemma,19709,126.20
704,ziehen,trekken,,,Verb,,direct,19643,125.78
705,verschwinden,verdwijnen,opsodemieteren,,Verb,,direct,19631,125.70
706,könntest,kunnen,,,Verb,können,lemma,19588,125.43
707,seht,zien,aanschouwen,,Verb,sehen,lemma,19586,125.41
708,aufhören,stoppen,ophouden,,Verb,,direct,19532,125.07
709,eigenen,apart,eigen,,Adjektiv,eigen,lemma,19530,125.06
710,richtige,correct,juist,,Adjektiv,richtig,lemma,19499,124.86
711,unserem,ons,,,Possessivpronomen,unser,lemma,19459,124.60
712,suche,zoektocht,,,Substantiv,,direct,19440,124.48
713,zwar,wel,weliswaar,,Adverb,,direct,19381,124.10
714,groß,groot,volwassene,,Adjektiv,,direct,19362,123.98
715,hol,halen,,,Verb,holen,lemma,19339,123.83
716,buch,boek,,het,Substantiv,,direct,19306,123.62
717,krank,ziek,,,Adjektiv,,direct,19265,123.36
718,fühle,voelen,,,Verb,fühlen,lemma,19176,122.79
719,jedes,elk,elke,,Indefinitpronomen,,direct,19154,122.65
720,verstehst,verstaan,overweg komen; begrijpen,,Verb,verstehen,lemma,19139,122.55
721,wert,waarde,waard,de,Substantiv,,direct,19128,122.48
722,arzt,arts,dokter; geneesheer; medicus,de,Substantiv,,direct,19080,122.17
723,froh,blij,,,Adjektiv,,direct,19077,122.16
724,versuche,proberen,,,Verb,versuchen,lemma,18964,121.43
725,straße,straat,weg,de,Substantiv,,direct,18963,121.43
726,rufen,roepen,,,Verb,,direct,18953,121.36
727,heiraten,huwen,trouwen,,Verb,,direct,18905,121.05
728,super,super,,,Adjektiv,,direct,18808,120.43
729,sam,,,,,,none,18717,119.85
730,lebt,leven,,,Substantiv,leben,lemma,18642,119.37
731,gutes,goed,,,Substantiv,,direct,18638,119.34
732,lasse,laten,,,Verb,lassen,lemma,18636,119.33
733,onkel,oom,nonkel,de,Substantiv,,direct,18581,118.98
734,total,totaal,,,Adjektiv,,direct,18569,118.90
735,gebracht,,,,,,none,18552,118.79
736,party,fuif,feest,,Substantiv,,direct,18531,118.66
737,erklären,uitleggen,uit de doeken doen,,Verb,,direct,18526,118.63
738,spielt,spelen,meespelen,,Verb,spielen,lemma,18526,118.63
739,wahl,verkiezing,keuze; keus,,Substantiv,,direct,18477,118.31
740,vertrauen,vertrouwen,,,Substantiv,,direct,18459,118.20
741,damals,toen,destijds,,Adverb,,direct,18434,118.04
742,tagen,vergaderen,,,Verb,,direct,18366,117.60
743,leicht,licht,gemakkelijk; makkelijk,,Adjektiv,,direct,18358,117.55
744,nachdem,nadat,,,Subjunktion,,direct,18300,117.18
745,gegangen,gaan,lopen; rijzen,,Verb,gehen,lemma,18296,117.15
746,gefühl,gevoel,,,Substantiv,,direct,18285,117.08
747,kaufen,kopen,aanschaffen,,Verb,,direct,18278,117.04
748,geschafft,einde,,,Adjektiv,,direct,18271,116.99
749,typen,letter,,,Substantiv,Type,lemma,18217,116.65
750,interessiert,geïnteresseerd,,,Adjektiv,,direct,18211,116.61
751,möchten,mogen,,,Verb,,direct,18138,116.14
752,halte,houden,vasthouden,,Verb,halten,lemma,18121,116.03
753,hält,houden,vasthouden,,Verb,halten,lemma,18118,116.01
754,glaub,geloven,,,Verb,glauben,lemma,18114,115.99
755,irgendwo,ergens,,,Adverb,,direct,18104,115.93
756,stück,stuk,,,Substantiv,,direct,18090,115.84
757,genauso,coïncideren,,,Adverb,,direct,18069,115.70
758,kennt,kennen,,,Verb,kennen,lemma,17994,115.22
759,genommen,nemen,pakken; benemen; gebruiken,,Verb,nehmen,lemma,17993,115.21
760,zukunft,toekomst,,de,Substantiv,,direct,17963,115.02
761,weniger,minder,,,,,direct,17950,114.94
762,cool,gaaf,,,Adjektiv,,direct,17909,114.68
763,licht,licht,,het,Substantiv,,direct,17780,113.85
764,getroffen,treffen,,,Substantiv,treffen,lemma,17775,113.82
765,himmel,hemel,lucht,de,Substantiv,,direct,17755,113.69
766,nachricht,boodschap,bericht,de,Substantiv,,direct,17710,113.40
767,drüben,daarginds,,,Adverb,,direct,17704,113.36
768,passt,passen,,,Verb,passen,lemma,17667,113.13
769,sagten,zeggen,spreken,,Verb,sagen,lemma,17649,113.01
770,kümmern,behartigen,,,Verb,,direct,17618,112.81
771,laut,luid,hard; luidruchtig; volgens,,Adjektiv,,direct,17612,112.77
772,vergiss,vergeten,,,Verb,vergessen,lemma,17602,112.71
773,angerufen,opbellen,bellen; aanroepen; inroepen,,Verb,anrufen,lemma,17582,112.58
774,sitzen,zitten,,,Verb,,direct,17556,112.42
775,daß,,,,,,none,17517,112.17
776,erde,aarde,Aarde,de,Substantiv,,direct,17474,111.89
777,großer,groot,volwassene,,Adjektiv,groß,lemma,17433,111.63
778,schlüssel,sleutel,,de,Substantiv,,direct,17425,111.58
779,rest,overblijfsel,,,Substantiv,,direct,17407,111.46
780,passieren,gebeuren,,,Verb,,direct,17383,111.31
781,eher,eerder,,,Adverb,,direct,17329,110.96
782,gefragt,zoek,,,,,direct,17247,110.44
783,gefängnis,gevangenis,,de,Substantiv,,direct,17175,109.98
784,opfer,offer,slachtoffer,,Substantiv,,direct,17150,109.82
785,körper,lichaam,lijf,,Substantiv,,direct,17147,109.80
786,solche,,,,,,none,17138,109.74
787,mist,mest,,de,Substantiv,,direct,17132,109.70
788,mr,,,,,,none,17083,109.39
789,findet,vinden,,,Verb,finden,lemma,17000,108.86
790,schreiben,schrijven,,,Verb,,direct,16942,108.48
791,böse,kwaad,boos,,Adjektiv,,direct,16940,108.47
792,gesprochen,spreken,praten,,Verb,sprechen,lemma,16898,108.20
793,versuch,poging,,de,Substantiv,,direct,16884,108.11
794,vorstellen,introduceren,voorstellen,,Verb,,direct,16820,107.70
795,wovon,waarvan,,,Adverb,,direct,16791,107.52
796,sobald,zodra,,,Subjunktion,,direct,16778,107.43
797,nochmal,nogmaals,,,,,direct,16749,107.25
798,herren,heer,Heer; mijnheer; meneer,de,Substantiv,Herr,lemma,16748,107.24
799,sex,seks,,,Substantiv,,direct,16739,107.18
800,waffen,wapen,,het,Substantiv,Waffe,lemma,16732,107.14
801,wohnung,woning,kwartier; logies; onderkomen,,Substantiv,,direct,16722,107.08
802,weh,wee,,,Substantiv,,direct,16694,106.90
803,heißen,heten,betekenen,,Verb,,direct,16650,106.61
804,krankenhaus,ziekenhuis,gasthuis; hospitaal,het,Substantiv,,direct,16645,106.58
805,bringe,brengen,,,Verb,bringen,lemma,16621,106.43
806,höre,horen,luisteren,,Verb,hören,lemma,16609,106.35
807,millionen,miljoen,,,Substantiv,Million,lemma,16605,106.33
808,klasse,klasse,klas,,Substantiv,,direct,16595,106.26
809,hart,stug,hard,,Adjektiv,,direct,16572,106.12
810,worden,zijn,,,,,direct,16568,106.09
